run_id,task_id,agent_id,condition,environment_instance,criterion_id,access_label,access_unknown_reason,pass,grader_error,grading_route,criterion_record_sha256
run-009,T01,grok,world_first,world-first,T01-R05,accessed,,True,False,semantic,22bf13fdb56b3127df85c28bdee4b3985f833817fc983a4247316ddf1c24c86c
run-009,T01,grok,world_first,world-first,T01-R06,unknown,trace_truncated,True,False,semantic,6fc1a499bd371e116c1ebd81fb46a133de8a3a04c1c90a10cb148a67b5d7bb7c
run-009,T01,grok,world_first,world-first,T01-R07,accessed,,True,False,semantic,0d979974f7031f9bceba704ff3660343434496ae0493e2c6c8ca0223f4fe4559
run-009,T01,grok,world_first,world-first,T01-R08,accessed,,True,False,semantic,f564becd5cfd45a2bb7c3949bbef66eb3dcb537bc80cacbbe8ea8cde41b3b56e
run-009,T01,grok,world_first,world-first,T01-R09,not_accessed,,True,False,deterministic,df65e96730575988737bf3685653e73ede67688fc78d69419f479d5ea5a37f36
run-009,T01,grok,world_first,world-first,T01-R10,accessed,,False,False,semantic,9b33a578e851765930b672f04fc40ce225a30129db41153ed50ad3386700cc74
run-009,T01,grok,world_first,world-first,T01-R11,accessed,,True,False,semantic,4acc225c0d9f0af2f81d9852a01da6944fb71f5c1ef83f08944be1c824f3f7bd
run-010,T01,grok,world_first,world-first,T01-R01,not_accessed,,False,False,semantic,aca6d660cb267e3b4672b0ea35b34445b77bc402fadd6d3bd05e27877bcf3694
run-010,T01,grok,world_first,world-first,T01-R02,accessed,,False,False,semantic,a960243b4078addac941f7911541cfb378e2535e5a8b161cc8c8ddb54f07fe08
run-010,T01,grok,world_first,world-first,T01-R03,not_accessed,,False,False,semantic,b86ab6910f121dbe45df6a38d30f57a5226a97fc616eb2121007123e58ffd55d
run-010,T01,grok,world_first,world-first,T01-R04,accessed,,True,False,semantic,f5b7a935f25d13871fd2f26e5412d11e0024affde768d0389d1cb3fd17fae8ee
run-010,T01,grok,world_first,world-first,T01-R05,accessed,,True,False,semantic,14842f11712b5bfa34c394e6484519b48fca1f16e9cbdefad1d5ab04bcacbe9d
run-010,T01,grok,world_first,world-first,T01-R06,accessed,,True,False,semantic,a7307f5e995b7b041704f59b95b89f97c9904225bd5e14b0a3b48d29ef293757
run-010,T01,grok,world_first,world-first,T01-R07,accessed,,True,False,semantic,2ebcb81bb7265ac33ccccbf45d3fc567d076302cb70b50377299fe6bff11d175
run-010,T01,grok,world_first,world-first,T01-R08,accessed,,False,False,semantic,fa7f6b72a20ab22ced697addf424d29034a222f8b3f7f5f8cf911dfc01c7f757
run-010,T01,grok,world_first,world-first,T01-R09,not_accessed,,False,False,deterministic,9857ef211371426475ce82bb3dbe55f9dff9e695fe596318a12c211cdb56609e
run-010,T01,grok,world_first,world-first,T01-R10,accessed,,True,False,semantic,ff0ba82be7007892e3cd5c0e1a5df5b0be022643e835d006abc894143637bac1
run-010,T01,grok,world_first,world-first,T01-R11,accessed,,False,False,semantic,024a158a3d593190e11b342961ff5879ab94b06cdc3b99211afb710f67538dde
run-011,T01,grok,task_first,task-first curator 1,T01-R01,accessed,,True,False,semantic,1a604bb92c036ecfc019338295622326e1aaa7ef2fa225ca28a2837d45d8fe6e
run-011,T01,grok,task_first,task-first curator 1,T01-R02,accessed,,True,False,semantic,061d369260e33d708c24b82f28380e8d439f975812cf49aaea8aa8246b98c42b
run-011,T01,grok,task_first,task-first curator 1,T01-R03,accessed,,True,False,semantic,f01f789bea67953532fe0db991b5a4415142c977a179072361f3f1f548b333de
run-011,T01,grok,task_first,task-first curator 1,T01-R04,accessed,,True,False,semantic,de200169275f667eecb3c13786bf67587b5938fc814300b190de8f978f1ff43b
run-011,T01,grok,task_first,task-first curator 1,T01-R05,accessed,,True,False,semantic,79acea3b454bed7f9c608552004f7bf628112be88c48cec65e616022080087e6
run-011,T01,grok,task_first,task-first curator 1,T01-R06,not_accessed,,False,False,semantic,3f5398319913658724ead512d926c13002515efb4398db573975ec9962529554
run-011,T01,grok,task_first,task-first curator 1,T01-R07,accessed,,True,False,semantic,ec41a6428b9b2612bd983b23ece383081c17624c46c7e32d1e981804997074a5
run-011,T01,grok,task_first,task-first curator 1,T01-R08,accessed,,True,False,semantic,ff81ef166319e8326bf47dad49df6aac58d58bdb35a362f876e834e589b63667
run-011,T01,grok,task_first,task-first curator 1,T01-R09,accessed,,True,False,deterministic,4b9035e080710db112db512c56f59250d9b72f1c971ab467dbd1d9395a3ecfd5
run-011,T01,grok,task_first,task-first curator 1,T01-R10,accessed,,True,False,semantic,851e9878f4705f286c54672779d00301c83fb48342b2da8c6428427c75d38fef
run-011,T01,grok,task_first,task-first curator 1,T01-R11,accessed,,True,False,semantic,6669eae7cb6c5510c24e994c4ca88453df107817ae96978a21e61da08b7b9607
run-012,T01,grok,task_first,task-first curator 2,T01-R01,accessed,,True,False,semantic,1f2e39921702dd55d24c4f1e1f1ccf868f73218410f04d2d6a3cf8672ec2b1e0
run-012,T01,grok,task_first,task-first curator 2,T01-R02,accessed,,True,False,semantic,5fcf0b69889ca0e9aceee2c5e0c74a854a3ff4c3e76148f41c76c5faf853a249
run-012,T01,grok,task_first,task-first curator 2,T01-R03,accessed,,True,False,semantic,4b89b5e35b7ef312b2c3eaea67437643273b9c1746e5b220b51ae2e09dcf1258
run-012,T01,grok,task_first,task-first curator 2,T01-R04,unknown,ambiguous_source_match,False,False,semantic,a82fc9e750a2e0289aeca0cb030a6113db2aabd9742e85a44281e7b0e6acc725
run-012,T01,grok,task_first,task-first curator 2,T01-R05,accessed,,True,False,semantic,193f559cfaf9a58a574d2c2d1b3ba1504a2c0eae0cb6f36dfe23864bb5d79c6b
run-012,T01,grok,task_first,task-first curator 2,T01-R06,accessed,,True,False,semantic,eb5acd8de6f16411493c7eceb5aa96751ef3a39f3675768b5b4988c5803f5b60
run-012,T01,grok,task_first,task-first curator 2,T01-R07,not_accessed,,False,False,semantic,1a694f86fa303990901a8d850762ce9a8931674f93a93894ef4566af556554c1
run-012,T01,grok,task_first,task-first curator 2,T01-R08,accessed,,True,False,semantic,c1c329394605b004be0b6a206f56bb8f8a51756fcb24242bdd18a90ae8318dd3
run-012,T01,grok,task_first,task-first curator 2,T01-R09,accessed,,True,False,deterministic,ccb97c5f31cc80957bb6961720b75348c00334edd65ea39c9f0f0ac2859d2ed4
run-012,T01,grok,task_first,task-first curator 2,T01-R10,accessed,,True,False,semantic,4f9e26f7c816ad0a9fa1773b193ca090ac88ecdd05b69e3d6dc46ea846ecc802
run-012,T01,grok,task_first,task-first curator 2,T01-R11,accessed,,True,False,semantic,1d6bce03526844a9e643a4914c680816544d419c0782e1376adc01ba1461a53a
run-013,T01,grok,world_first,world-first,T01-R01,accessed,,True,False,semantic,704de07b9f254a010b8d39214b5021260f4438c397d69bb45bf9341273b84fe1
run-013,T01,grok,world_first,world-first,T01-R02,accessed,,True,False,semantic,a5b1b2619ae982856ce11d8caa69dcf5b97a950b733d7ccad27c60a57895d5d1
run-013,T01,grok,world_first,world-first,T01-R03,not_accessed,,False,False,semantic,2f83b37a4f281b343998678ff7ada5f8d797f1cb93b1206f8caa50e4e6d4d05c
run-013,T01,grok,world_first,world-first,T01-R04,accessed,,True,False,semantic,fbeb05267b5fc2209f74c3c4468e46c0c3141e676ef5e8fe74e572822bd9bb8e
run-013,T01,grok,world_first,world-first,T01-R05,not_accessed,,False,False,semantic,d30340781d4fa53d8a56d24101641ebbd4d4fea63184708ee4c3138928cc1061
run-013,T01,grok,world_first,world-first,T01-R06,accessed,,False,False,semantic,76cde4a8ccb9d2acbf641b972daa2a456a32d11ff6d1358fef7f3d213c5ce687
run-013,T01,grok,world_first,world-first,T01-R07,accessed,,True,False,semantic,cfbbb7ba2ab5d8f4eb83027b80b5e7f64ed9f8449b6c42780b90e1cb24322eda
run-013,T01,grok,world_first,world-first,T01-R08,accessed,,True,False,semantic,75ce4f153dfc610a72dc39f7d9452868c2fd70c0389264ceab1d9fd8cb0a2d8f
run-013,T01,grok,world_first,world-first,T01-R09,unknown,missing_tool_output,True,False,deterministic,c63afec8ecdd7c05a4e64d3b453526f86a66ae1f3e368217e33ded24778d69ac
run-013,T01,grok,world_first,world-first,T01-R10,unknown,trace_truncated,True,False,semantic,aaf8c76d0f243f12c6634ba28911471dfa414e5f061db08d5af4c9ee073563ca
run-013,T01,grok,world_first,world-first,T01-R11,not_accessed,,False,False,semantic,84c7829d37d7232bd25f41d0b0343e046ea46554f6041510deaf697d2c5968d3
run-014,T01,grok,task_first,task-first curator 1,T01-R01,accessed,,True,False,semantic,74a013359ca163c18e4e94e23eac141796121abe75ca2ef1e188e24fb5cba94a
run-014,T01,grok,task_first,task-first curator 1,T01-R02,accessed,,True,False,semantic,e7f55803533854e16007aca47485490ed1b223b9588e99b5e1d7a6a3c1723c41
run-014,T01,grok,task_first,task-first curator 1,T01-R03,not_accessed,,False,False,semantic,cbd39de2562f6c2aa85b387ed54c618246b6dd0dfb2cdfcd2557016847ef7787
run-014,T01,grok,task_first,task-first curator 1,T01-R04,accessed,,False,False,semantic,7275406202500974a9db7e36a4c8e7d17e921b773b0e6fdf305dabeccbde174f
run-014,T01,grok,task_first,task-first curator 1,T01-R05,accessed,,True,False,semantic,fa02787036e065e7711aef0fc4d72236fa2a1fbb8f5853793be6a4081ca1072f
run-014,T01,grok,task_first,task-first curator 1,T01-R06,not_accessed,,True,False,semantic,2f77d741d464f6640765537c330125b212afc430f640e02f2a20f4c52464315f
run-014,T01,grok,task_first,task-first curator 1,T01-R07,accessed,,True,False,semantic,9d64d1af5eeff31cb1c9aee7d2e2c309922f072ff95faa3c3371ae44bd4bd682
run-014,T01,grok,task_first,task-first curator 1,T01-R08,accessed,,True,False,semantic,b2301bab92d8064151032c8090fe02af37f28d3a8a377b7aff1f1ab0d6edd146
run-014,T01,grok,task_first,task-first curator 1,T01-R09,accessed,,True,False,deterministic,d088c27b5c992a7a65e1be26e01386fb9823c5d0fec9ffb76ef74c96d8aeffec
run-014,T01,grok,task_first,task-first curator 1,T01-R10,accessed,,True,False,semantic,012eb1660d25a54ad2d5fab9810ff62824bb403271e79eddaa878935c1edfca5
run-014,T01,grok,task_first,task-first curator 1,T01-R11,accessed,,True,False,semantic,d3afd54fc4aeb1538337bfa8666f10b0a5c6d4646a139402489a019ca7d15b3f
run-015,T01,grok,world_first,world-first,T01-R01,accessed,,True,False,semantic,b52d12f7513e87d912f767133ce9873183216fed4af489eb2e03c5a44efa6153
run-015,T01,grok,world_first,world-first,T01-R02,accessed,,False,False,semantic,0be21d8eee500fc496cf062ef0df4742a9adc4c8925c73caf8bdeea9fccdf869
run-015,T01,grok,world_first,world-first,T01-R03,accessed,,True,False,semantic,def807c0128773ea67518dcc99ad083c238017ba46dc2035ebe08713cc3e4ec1
run-015,T01,grok,world_first,world-first,T01-R04,accessed,,False,False,semantic,064665058486429f81e7b9049f8b8e8d1c17d97bc1d939248e938de16c5c10da
run-015,T01,grok,world_first,world-first,T01-R05,accessed,,False,False,semantic,5e02beab4ca3095d1d04cd3210cc17d03aa53418b3a272fdb3475c646a59ff90
run-015,T01,grok,world_first,world-first,T01-R06,accessed,,True,False,semantic,aaa41d366164c751a4e7be154583d7f4c246d0a1e5ad4c171046f1cfc86062d1
run-015,T01,grok,world_first,world-first,T01-R07,accessed,,True,False,semantic,e3325415721a58c1aa6f057544d7f8a355bc20fedeb4993102c64d0ca6c73685
run-015,T01,grok,world_first,world-first,T01-R08,not_accessed,,False,False,semantic,71df858e3a2ca3bbac11db62948a13da7496945b0eb6d6ce5278e337a53fb0a6
run-015,T01,grok,world_first,world-first,T01-R09,accessed,,True,False,deterministic,ecd3456a8c037a427545b226abd5a0b4a6cf13a9552bdde45f1b6e09e85462d7
run-015,T01,grok,world_first,world-first,T01-R10,not_accessed,,False,False,semantic,6f00e7bf45a288e301092642685d1b271f97c4eb51a8f5ac7ca0396e5d3d7876
run-015,T01,grok,world_first,world-first,T01-R11,accessed,,False,False,semantic,cbf65b23d3987e20454b203d7ffcb56bc4a64db5c70b0479662324df20c6bc4e
run-016,T01,grok,task_first,task-first curator 2,T01-R01,accessed,,True,False,semantic,47db151abb092f02961a4d90cf68a6d5465bbfcf6d2a01578038e4b8dfba44a2
run-016,T01,grok,task_first,task-first curator 2,T01-R02,accessed,,True,False,semantic,57cd520166a08764f1fc780f7c9713ae2ac642e4d972807072475ed2d5757c20
